,DESCRICAO_UE,SIGLA_UE,SIGLA_UF,ano,mulher_ver,total_ver,mulher_ele,total_ele,prop_cm,prop_me,ln_prop_cm,ln_prop_me
190143,PIANCÓ,21270,PB,2008,6,26,3,8,23.07692,37.5,3.13883298386132,3.62434093297637
190177,PICUÍ,21296,PB,2008,10,36,3,8,27.77778,37.5,3.32423642052602,3.62434093297637
190222,PILAR,21318,PB,2008,10,36,0,8,27.77778,0,3.32423642052602,0
190262,PILÕES,21334,PB,2008,8,41,1,8,19.5122,12.5,2.97103991096359,2.52572864430826
190310,PILÕEZINHOS,21350,PB,2008,4,27,1,8,14.81481,12.5,2.6956273561036,2.52572864430826
190343,PIRPIRITUBA,21377,PB,2008,16,48,2,6,33.33333,33.33333,3.50655779731998,3.50655779731998
190403,PITIMBU,21393,PB,2008,10,52,1,7,19.23077,14.28571,2.95651160040071,2.65925973693273
190465,POCINHOS,21415,PB,2008,8,41,0,8,19.5122,0,2.97103991096359,0
190515,POMBAL,21431,PB,2008,6,51,0,6,11.76471,0,2.46510437249176,0
190571,POÇO DANTAS,19640,PB,2008,1,15,0,8,6.66667,0,1.89712048488576,0
190590,POÇO DE JOSÉ DE MOURA,19526,PB,2008,6,20,3,8,30,37.5,3.40119738166216,3.62434093297637
1906141,PRATA,21458,PB,2008,3,24,1,8,12.5,12.5,2.52572864430826,2.52572864430826
190645,PRINCESA ISABEL,21474,PB,2008,2,25,0,8,8,0,2.07944154167984,0
190677,PUXINANÃ,21490,PB,2008,10,43,3,8,23.25581,37.5,3.14655499328856,3.62434093297637
190739,QUEIMADAS,21512,PB,2008,31,109,1,5,28.44037,20,3.3478096146957,2.99573227355399
190865,QUIXABA,21539,PB,2008,5,22,1,8,22.72727,12.5,3.12356552506387,2.52572864430826
190891,REMÍGIO,21555,PB,2008,12,54,0,6,22.22222,0,3.10109268921181,0
190957,RIACHO DE SANTO ANTÔNIO,19828,PB,2008,4,20,2,8,20,25,2.99573227355399,3.2188758248682
190981,RIACHO DOS CAVALOS,21571,PB,2008,4,21,2,8,19.04762,25,2.94694215938456,3.2188758248682
191008,RIACHÃO,19208,PB,2008,2,23,1,8,8.69565,12.5,2.16282290061886,2.52572864430826
191035,RIACHÃO DO BACAMARTE,19127,PB,2008,11,29,2,8,37.93103,25,3.63576951061816,3.2188758248682
191069,RIACHÃO DO POÇO,19003,PB,2008,8,28,3,8,28.57143,37.5,3.35240726749272,3.62434093297637
191103,RIO TINTO,21598,PB,2008,12,48,1,7,25,14.28571,3.2188758248682,2.65925973693273
191160,SALGADINHO,21610,PB,2008,4,15,1,8,26.66667,12.5,3.28341447100576,2.52572864430826
191180,SALGADO DE SÃO FÉLIX,21636,PB,2008,11,44,0,7,25,0,3.2188758248682,0
191230,SANTA CECÍLIA,20001,PB,2008,10,55,2,7,18.18182,28.57143,2.90042219374966,3.35240726749272
191299,SANTA CRUZ,21652,PB,2008,3,21,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
191328,SANTA HELENA,21679,PB,2008,5,25,2,8,20,25,2.99573227355399,3.2188758248682
191360,SANTA INÊS,19569,PB,2008,2,19,0,8,10.52632,0,2.35387878738152,0
191383,SANTA LUZIA,21695,PB,2008,5,32,0,8,15.625,0,2.74887219562247,0
191420,SANTA RITA,21750,PB,2008,16,88,0,10,18.18182,0,2.90042219374966,0
191524,SANTA TERESINHA,21776,PB,2008,7,29,2,8,24.13793,25,3.18378446219979,3.2188758248682
191562,SANTANA DE MANGUEIRA,21717,PB,2008,2,16,0,8,12.5,0,2.52572864430826,0
191583,SANTANA DOS GARROTES,21733,PB,2008,1,18,1,8,5.55556,12.5,1.71479922809161,2.52572864430826
191605,SANTARÉM,19666,PB,2008,2,20,1,8,10,12.5,2.30258509299405,2.52572864430826
191630,SANTO ANDRÉ,19267,PB,2008,7,31,2,7,22.58065,28.57143,3.11709334484395,3.35240726749272
191675,SAPÉ,22071,PB,2008,13,79,1,6,16.4557,16.66667,2.80067192175181,2.81341091676002
191770,SERRA BRANCA,22110,PB,2008,5,27,1,8,18.51852,12.5,2.91877131241786,2.52572864430826
191803,SERRA DA RAIZ,22136,PB,2008,6,30,0,8,20,0,2.99573227355399,0
191838,SERRA GRANDE,22152,PB,2008,3,13,0,8,23.07692,0,3.13883298386132,0
191857,SERRA REDONDA,22179,PB,2008,4,32,1,6,12.5,16.66667,2.52572864430826,2.81341091676002
191901,SERRARIA,22195,PB,2008,7,27,2,7,25.92593,28.57143,3.25524362618192,3.35240726749272
191934,SERTÃOZINHO,19186,PB,2008,10,24,2,8,41.66667,25,3.72970152863419,3.2188758248682
191962,SOBRADO,19020,PB,2008,14,49,1,6,28.57143,16.66667,3.35240726749272,2.81341091676002
192021,SOLEDADE,22233,PB,2008,11,54,2,7,20.37037,28.57143,3.01408139404037,3.35240726749272
192087,SOLÂNEA,22217,PB,2008,9,40,3,7,22.5,42.85714,3.11351530921037,3.75787225893422
192133,SOSSÊGO,19283,PB,2008,11,27,2,8,40.74074,25,3.70722857460031,3.2188758248682
192166,SOUSA,22250,PB,2008,13,56,0,8,23.21429,0,3.14476803732985,0
192241,SUMÉ,22276,PB,2008,15,59,1,8,25.42373,12.5,3.23568298985125,2.52572864430826
192311,SÃO BENTINHO,19402,PB,2008,5,23,1,8,21.73913,12.5,3.07911386249304,2.52572864430826
192340,SÃO BENTO,21792,PB,2008,5,23,3,8,21.73913,37.5,3.07911386249304,3.62434093297637
192372,SÃO DOMINGOS DE POMBAL,19429,PB,2008,4,14,2,8,28.57143,25,3.35240726749272,3.2188758248682
192392,SÃO DOMINGOS DO CARIRI,19224,PB,2008,6,23,2,8,26.08696,25,3.26143557262032,3.2188758248682
192420,SÃO FRANCISCO,19860,PB,2008,5,20,2,8,25,25,3.2188758248682,3.2188758248682
192445,SÃO JOSÉ DA LAGOA TAPADA,21857,PB,2008,1,23,0,8,4.34783,0,1.46967687005854,0
192472,SÃO JOSÉ DE CAIANA,21873,PB,2008,1,20,0,8,5,0,1.6094379124341,0
192502,SÃO JOSÉ DE ESPINHARAS,21890,PB,2008,4,25,1,8,16,12.5,2.77258872223978,2.52572864430826
192533,SÃO JOSÉ DE PIRANHAS,21911,PB,2008,4,32,0,7,12.5,0,2.52572864430826,0
192574,SÃO JOSÉ DE PRINCESA,19445,PB,2008,5,19,1,8,26.31579,12.5,3.27016913925575,2.52572864430826
192600,SÃO JOSÉ DO BONFIM,21938,PB,2008,6,24,2,7,25,28.57143,3.2188758248682,3.35240726749272
192632,SÃO JOSÉ DO BREJO DO CRUZ,19542,PB,2008,7,28,1,8,25,12.5,3.2188758248682,2.52572864430826
192664,SÃO JOSÉ DO SABUGI,21954,PB,2008,4,19,0,8,21.05263,0,3.04702549294154,0
192691,SÃO JOSÉ DOS CORDEIROS,21970,PB,2008,6,22,2,7,27.27273,28.57143,3.30588730185783,3.35240726749272
192719,SÃO JOSÉ DOS RAMOS,19046,PB,2008,6,29,2,8,20.68966,25,3.02963405856298,3.2188758248682
192759,SÃO JOÃO DO CARIRI,21814,PB,2008,3,22,1,7,13.63636,14.28571,2.61273975463118,2.65925973693273
192791,SÃO JOÃO DO RIO DO PEIXE,19135,PB,2008,8,37,0,8,21.62162,0,3.0736937400237,0
192839,SÃO JOÃO DO TIGRE,21830,PB,2008,5,23,1,8,21.73913,12.5,3.07911386249304,2.52572864430826
192869,SÃO MAMEDE,21997,PB,2008,5,37,1,7,13.51351,14.28571,2.60368992577793,2.65925973693273
192911,SÃO MIGUEL DE TAIPU,22012,PB,2008,15,41,3,8,36.58537,37.5,3.59964843371932,3.62434093297637
192958,SÃO SEBASTIÃO DE LAGOA DE ROÇA,22039,PB,2008,5,33,2,8,15.15152,25,2.71810085695566,3.2188758248682
192996,SÃO SEBASTIÃO DO UMBUZEIRO,22055,PB,2008,7,27,1,7,25.92593,14.28571,3.25524362618192,2.65925973693273
193031,SÃO VICENTE DO SERIDÓ,22098,PB,2008,7,46,0,7,15.21739,0,2.72243885284002,0
193093,TAPEROÁ,22314,PB,2008,4,28,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
193131,TAVARES,22330,PB,2008,13,30,2,8,43.33333,25,3.76892208486439,3.2188758248682
193167,TEIXEIRA,22357,PB,2008,6,36,0,7,16.66667,0,2.81341091676002,0
193212,TENÓRIO,19682,PB,2008,5,28,1,8,17.85714,12.5,2.88240342824698,2.52572864430826
193246,TRIUNFO,22373,PB,2008,5,23,1,8,21.73913,12.5,3.07911386249304,2.52572864430826
193275,UIRAÚNA,22390,PB,2008,13,40,1,7,32.5,14.28571,3.48124008933569,2.65925973693273
193329,UMBUZEIRO,22411,PB,2008,10,41,0,7,24.39024,0,3.19418305227782,0
193378,VIEIRÓPOLIS,19887,PB,2008,4,26,2,8,15.38462,25,2.73336830908646,3.2188758248682
193408,VISTA SERRANA,20117,PB,2008,3,19,2,8,15.78947,25,2.7593432621564,3.2188758248682
193431,VÁRZEA,22438,PB,2008,5,17,2,8,29.41176,25,3.38139459436596,3.2188758248682
193453,ZABELÊ,19348,PB,2008,6,22,2,8,27.27273,25,3.30588730185783,3.2188758248682
193479,ÁGUA BRANCA,19011,PB,2008,4,26,2,8,15.38462,25,2.73336830908646,3.2188758248682
193516,MARCAÇÃO,19968,PB,2008,0,0,0,0,NA,NA,NA,NA
193529,ABREU E LIMA,26310,PE,2008,37,169,0,7,21.89349,0,3.08618933235789,0
193718,AFOGADOS DA INGAZEIRA,23019,PE,2008,22,66,1,6,33.33333,16.66667,3.50655779731998,2.81341091676002
193794,AFRÂNIO,23035,PE,2008,8,32,1,8,25,12.5,3.2188758248682,2.52572864430826
193835,AGRESTINA,23051,PE,2008,15,63,1,7,23.80952,14.28571,3.17008550069876,2.65925973693273
193904,ALAGOINHA,23116,PE,2008,4,23,1,8,17.3913,12.5,2.8559700811788,2.52572864430826
193931,ALIANÇA,23132,PE,2008,12,45,2,7,26.66667,28.57143,3.28341447100576,3.35240726749272
193987,ALTINHO,23159,PE,2008,9,38,2,8,23.68421,25,3.1648085813757,3.2188758248682
194033,AMARAJI,23175,PE,2008,15,77,1,5,19.48052,20,2.96941499190328,2.99573227355399
194133,ANGELIM,23191,PE,2008,8,29,2,8,27.58621,25,3.31731601018145,3.2188758248682
194167,ARARIPINA,23213,PE,2008,4,56,1,7,7.14286,14.28571,1.96611325637275,2.65925973693273
194241,ARAÇOIABA,23205,PE,2008,11,66,0,5,16.66667,0,2.81341091676002,0
194326,ARCOVERDE,23230,PE,2008,16,76,1,7,21.05263,14.28571,3.04702549294154,2.65925973693273
194413,BARRA DE GUABIRABA,23256,PE,2008,4,34,2,7,11.76471,28.57143,2.46510437249176,3.35240726749272
194454,BARREIROS,23272,PE,2008,30,91,0,6,32.96703,0,3.49550797113339,0
194557,BELO JARDIM,23337,PE,2008,12,65,1,8,18.46154,12.5,2.91568964921378,2.52572864430826
194630,BELÉM DE MARIA,23299,PE,2008,8,48,2,8,16.66667,25,2.81341091676002,3.2188758248682
194693,BELÉM DE SÃO FRANCISCO,23310,PE,2008,13,47,1,7,27.65957,14.28571,3.3199717802011,2.65925973693273
194748,BETÂNIA,23353,PE,2008,3,23,2,8,13.04348,25,2.56828839206038,3.2188758248682
194782,BEZERROS,23370,PE,2008,11,66,0,9,16.66667,0,2.81341091676002,0
1948581,BODOCÓ,23396,PE,2008,0,30,0,7,0,0,0,0
194900,BOM CONSELHO,23418,PE,2008,5,55,2,6,9.09091,33.33333,2.20727501318972,3.50655779731998
194968,BOM JARDIM,23434,PE,2008,23,67,4,8,34.32836,50,3.53597183470019,3.91202300542815
195048,BONITO,23450,PE,2008,16,76,1,6,21.05263,16.66667,3.04702549294154,2.81341091676002
195139,BREJINHO,23493,PE,2008,4,23,1,8,17.3913,12.5,2.8559700811788,2.52572864430826
195166,BREJO DA MADRE DE DEUS,23515,PE,2008,9,47,0,7,19.14894,0,2.95224736161423,0
195220,BREJÃO,23477,PE,2008,2,26,0,8,7.69231,0,2.04022112852651,0
195253,BUENOS AIRES,23531,PE,2008,14,65,0,6,21.53846,0,3.06984017427914,0
195323,BUÍQUE,23558,PE,2008,9,56,0,6,16.07143,0,2.77704316147805,0
195399,CABO DE SANTO AGOSTINHO,23574,PE,2008,37,175,1,7,21.14286,14.28571,3.05130225984393,2.65925973693273
1956091,CABROBÓ,23590,PE,2008,12,60,0,6,20,0,2.99573227355399,0
195683,CACHOEIRINHA,23612,PE,2008,9,32,1,8,28.125,12.5,3.33665886052458,2.52572864430826
195723,CAETÉS,23639,PE,2008,5,36,0,8,13.88889,0,2.63108923996608,0
195766,CALUMBI,23671,PE,2008,3,21,2,8,14.28571,25,2.65925973693273,3.2188758248682
195793,CALÇADO,23655,PE,2008,4,32,0,7,12.5,0,2.52572864430826,0
195837,CAMARAGIBE,26298,PE,2008,37,168,0,6,22.02381,0,3.09212414085068,0
196058,CAMOCIM DE SÃO FÉLIX,23698,PE,2008,8,31,3,8,25.80645,37.5,3.25062446068278,3.62434093297637
196094,CAMUTANGA,23710,PE,2008,7,29,1,8,24.13793,12.5,3.18378446219979,2.52572864430826
196131,CANHOTINHO,23736,PE,2008,6,39,1,7,15.38462,14.28571,2.73336830908646,2.65925973693273
196178,CAPOEIRAS,23752,PE,2008,6,44,1,6,13.63636,16.66667,2.61273975463118,2.81341091676002
196232,CARNAUBEIRA DA PENHA,23167,PE,2008,2,24,0,6,8.33333,0,2.12026313620001,0
196273,CARNAÍBA,23779,PE,2008,7,26,0,8,26.92308,0,3.29298391130763,0
196305,CARPINA,23795,PE,2008,33,133,0,7,24.81203,0,3.21132861620251,0
196456,CARUARU,23817,PE,2008,36,178,1,11,20.22472,9.09091,3.00690561859656,2.20727501318972
196654,CASINHAS,23221,PE,2008,12,43,3,8,27.90698,37.5,3.32887683674919,3.62434093297637
196704,CATENDE,23833,PE,2008,20,103,0,5,19.41748,0,2.96617369131242,0
196820,CEDRO,23850,PE,2008,6,32,2,8,18.75,25,2.93119375241642,3.2188758248682
196859,CHÃ DE ALEGRIA,23876,PE,2008,8,62,1,7,12.90323,14.28571,2.55747766762278,2.65925973693273
196935,CHÃ GRANDE,23892,PE,2008,7,43,1,7,16.27907,14.28571,2.78988023363556,2.65925973693273
196983,CONDADO,23914,PE,2008,20,66,1,7,30.30303,14.28571,3.41124770751566,2.65925973693273
197058,CORRENTES,23930,PE,2008,10,47,0,7,21.2766,0,3.05760787727206,0
197110,CORTÊS,23957,PE,2008,7,45,1,7,15.55556,14.28571,2.74441813098733,2.65925973693273
197162,CUMARU,23973,PE,2008,4,31,1,8,12.90323,12.5,2.55747766762278,2.52572864430826
197201,CUPIRA,23990,PE,2008,10,43,1,8,23.25581,12.5,3.14655499328856,2.52572864430826
197256,CUSTÓDIA,24015,PE,2008,9,33,1,8,27.27273,12.5,3.30588730185783,2.52572864430826
197293,DORMENTES,23140,PE,2008,8,27,4,8,29.62963,50,3.3887748741636,3.91202300542815
197327,ESCADA,24031,PE,2008,29,109,0,7,26.6055,0,3.28111796133161,0
197442,EXU,24058,PE,2008,4,26,1,8,15.38462,12.5,2.73336830908646,2.52572864430826
197474,FEIRA NOVA,24074,PE,2008,11,55,1,8,20,12.5,2.99573227355399,2.52572864430826
197540,FERREIROS,24090,PE,2008,4,28,0,8,14.28571,0,2.65925973693273,0
197573,FLORES,24112,PE,2008,6,39,0,8,15.38462,0,2.73336830908646,0
197619,FLORESTA,24139,PE,2008,5,28,0,8,17.85714,0,2.88240342824698,0
197654,FREI MIGUELINHO,24155,PE,2008,3,27,0,8,11.11111,0,2.40794550865187,0
197689,GAMELEIRA,24171,PE,2008,24,87,0,6,27.58621,0,3.31731601018145,0
197794,GARANHUNS,24198,PE,2008,17,92,0,8,18.47826,0,2.91659490593644,0
197901,GLÓRIA DO GOITÁ,24210,PE,2008,13,46,2,7,28.26087,28.57143,3.34147816234515,3.35240726749272
197954,GOIANA,24236,PE,2008,26,138,2,7,18.84058,28.57143,2.93601305423698,3.35240726749272
198114,GRANITO,24252,PE,2008,6,21,2,8,28.57143,25,3.35240726749272,3.2188758248682
198139,GRAVATÁ,24279,PE,2008,20,102,0,7,19.60784,0,2.9759294862578,0
198262,IATI,24295,PE,2008,9,42,0,8,21.42857,0,3.06472507837427,0
198314,IBIMIRIM,24317,PE,2008,29,96,1,7,30.20833,14.28571,3.4081177141619,2.65925973693273
198420,IBIRAJUBA,24333,PE,2008,3,22,0,8,13.63636,0,2.61273975463118,0
198448,IGARASSU,24350,PE,2008,33,131,0,8,25.19084,0,3.22648043637463,0
198586,IGUARACI,24376,PE,2008,5,24,0,8,20.83333,0,3.03655410807423,0
198617,INAJÁ,24392,PE,2008,11,45,1,8,24.44444,12.5,3.19640278719794,2.52572864430826
198671,INGAZEIRA,24414,PE,2008,4,26,2,8,15.38462,25,2.73336830908646,3.2188758248682
198703,IPOJUCA,24430,PE,2008,17,97,0,7,17.52577,0,2.86367236918797,0
198821,IPUBI,24457,PE,2008,5,33,1,8,15.15152,12.5,2.71810085695566,2.52572864430826
198859,ITACURUBA,24473,PE,2008,6,26,0,7,23.07692,0,3.13883298386132,0
198889,ITAMARACÁ,24511,PE,2008,24,97,0,6,24.74227,0,3.20851311699932,0
199002,ITAMBÉ,25976,PE,2008,19,79,1,6,24.05063,16.66667,3.18016119163487,2.81341091676002
199095,ITAPETIM,24538,PE,2008,3,26,0,8,11.53846,0,2.44568580330138,0
199131,ITAPISSUMA,26336,PE,2008,21,85,1,6,24.70588,16.66667,3.2070412719831,2.81341091676002
199228,ITAQUITINGA,24554,PE,2008,25,83,1,6,30.12048,16.66667,3.40520533905969,2.81341091676002
199325,ITAÍBA,24490,PE,2008,10,51,1,7,19.60784,14.28571,2.9759294862578,2.65925973693273
199382,JABOATÃO DOS GUARARAPES,24570,PE,2008,109,490,0,15,22.2449,0,3.10211276885568,0
1998991,JAQUEIRA,23302,PE,2008,7,44,1,8,15.90909,12.5,2.76689064398228,2.52572864430826
199949,JATAÚBA,24597,PE,2008,1,21,1,8,4.7619,12.5,1.56064674826417,2.52572864430826
199974,JATOBÁ,23264,PE,2008,15,61,1,6,24.59016,16.66667,3.20234636291698,2.81341091676002
200041,JOAQUIM NABUCO,24635,PE,2008,19,81,1,6,23.45679,16.66667,3.15516000521894,2.81341091676002
200134,JOÃO ALFREDO,24619,PE,2008,9,29,4,8,31.03448,50,3.43509884444894,3.91202300542815
200173,JUCATI,23124,PE,2008,2,20,0,8,10,0,2.30258509299405,0
200202,JUPI,24651,PE,2008,5,28,1,8,17.85714,12.5,2.88240342824698,2.52572864430826
2002361,JUREMA,24678,PE,2008,2,22,0,8,9.09091,0,2.20727501318972,0
200264,LAGOA DE ITAENGA,24694,PE,2008,10,61,1,6,16.39344,16.66667,2.79688125480881,2.81341091676002
200331,LAGOA DO CARRO,23027,PE,2008,22,96,2,5,22.91667,40,3.13186459333311,3.68887945411394
200446,LAGOA DO OURO,24716,PE,2008,7,26,2,8,26.92308,25,3.29298391130763,3.2188758248682
200477,LAGOA DOS GATOS,24732,PE,2008,4,28,0,8,14.28571,0,2.65925973693273,0
200511,LAGOA GRANDE,23183,PE,2008,9,54,2,7,16.66667,28.57143,2.81341091676002,3.35240726749272
200571,LAJEDO,24759,PE,2008,7,27,2,7,25.92593,28.57143,3.25524362618192,3.35240726749272
200610,LIMOEIRO,24775,PE,2008,19,70,2,8,27.14286,25,3.30111402836833,3.2188758248682
200686,MACAPARANA,24791,PE,2008,7,39,1,7,17.94872,14.28571,2.88751880319947,2.65925973693273
200738,MACHADOS,24813,PE,2008,8,43,1,8,18.60465,12.5,2.92341154947436,2.52572864430826
200786,MANARI,23248,PE,2008,8,31,1,7,25.80645,14.28571,3.25062446068278,2.65925973693273
2008241,MARAIAL,24830,PE,2008,12,64,0,7,18.75,0,2.93119375241642,0
200895,MIRANDIBA,24856,PE,2008,11,71,1,5,15.49296,20,2.74038572719968,2.99573227355399
200974,MOREILÂNDIA,25852,PE,2008,7,31,1,8,22.58065,12.5,3.11709334484395,2.52572864430826
201011,MORENO,24872,PE,2008,33,115,0,8,28.69565,0,3.35674554333374,0
201140,NAZARÉ DA MATA,24899,PE,2008,8,72,1,7,11.11111,14.28571,2.40794550865187,2.65925973693273
201228,OLINDA,24910,PE,2008,73,324,0,10,22.53086,0,3.11488592504277,0
201587,OROBÓ,24937,PE,2008,8,32,1,8,25,12.5,3.2188758248682,2.52572864430826
201623,OROCÓ,24953,PE,2008,4,27,0,8,14.81481,0,2.6956273561036,0
201659,OURICURI,24970,PE,2008,10,78,0,7,12.82051,0,2.55104623229252,0
201758,PALMARES,24996,PE,2008,19,110,4,6,17.27273,66.66667,2.84912895725684,4.19970512787993
201891,PALMEIRINA,25011,PE,2008,10,34,2,8,29.41176,25,3.38139459436596,3.2188758248682
201931,PANELAS,25038,PE,2008,4,34,1,7,11.76471,14.28571,2.46510437249176,2.65925973693273
201972,PARANATAMA,25054,PE,2008,4,39,1,7,10.25641,14.28571,2.32790287597834,2.65925973693273
202017,PARNAMIRIM,25070,PE,2008,1,36,0,6,2.77778,0,1.02165204753166,0
202063,PASSIRA,25097,PE,2008,10,56,1,7,17.85714,14.28571,2.88240342824698,2.65925973693273
202129,PAUDALHO,25119,PE,2008,33,123,0,5,26.82927,0,3.28949345571852,0
202269,PAULISTA,25135,PE,2008,57,254,0,9,22.44094,0,3.11088696926022,0
202565,PEDRA,25151,PE,2008,4,27,0,8,14.81481,0,2.6956273561036,0
202602,PESQUEIRA,25178,PE,2008,25,119,1,7,21.0084,14.28571,3.04492235774475,2.65925973693273
202753,PETROLINA,25216,PE,2008,28,119,3,10,23.52941,30,3.15825112805176,3.40119738166216
202895,PETROLÂNDIA,25194,PE,2008,19,70,0,8,27.14286,0,3.30111402836833,0
202972,POMBOS,25259,PE,2008,15,63,1,7,23.80952,14.28571,3.17008550069876,2.65925973693273
203046,POÇÃO,25232,PE,2008,6,39,0,7,15.38462,0,2.73336830908646,0
203094,PRIMAVERA,25275,PE,2008,7,60,0,4,11.66667,0,2.45673605853555,0
203167,QUIPAPÁ,25291,PE,2008,6,46,1,6,13.04348,16.66667,2.56828839206038,2.81341091676002
203224,QUIXABA,23000,PE,2008,2,21,1,8,9.52381,12.5,2.25379497882461,2.52572864430826
203249,RECIFE,25313,PE,2008,107,616,3,29,17.37013,10.34483,2.85475206439311,2.33648687800303
203976,RIACHO DAS ALMAS,25330,PE,2008,7,51,2,7,13.72549,28.57143,2.61925468803336,3.35240726749272
204034,RIBEIRÃO,25356,PE,2008,13,67,1,6,19.40299,16.66667,2.96542717790478,2.81341091676002
204119,RIO FORMOSO,25372,PE,2008,19,78,1,6,24.35897,16.66667,3.19290015951756,2.81341091676002
204210,SAIRÉ,25399,PE,2008,5,33,1,7,15.15152,14.28571,2.71810085695566,2.65925973693273
204248,SALGADINHO,25410,PE,2008,4,26,1,7,15.38462,14.28571,2.73336830908646,2.65925973693273
204281,SALGUEIRO,25437,PE,2008,18,70,1,7,25.71429,14.28571,3.24704686850155,2.65925973693273
204362,SALOÁ,25453,PE,2008,8,33,1,8,24.24242,12.5,3.18810399120143,2.52572864430826
204401,SANHARÓ,25470,PE,2008,14,58,0,6,24.13793,0,3.18378446219979,0
204475,SANTA CRUZ,23108,PE,2008,7,34,3,8,20.58824,37.5,3.02472003899865,3.62434093297637
204517,SANTA CRUZ DA BAIXA VERDE,23043,PE,2008,12,49,1,7,24.4898,14.28571,3.19825670433212,2.65925973693273
2045741,SANTA CRUZ DO CAPIBARIBE,25496,PE,2008,5,33,0,9,15.15152,0,2.71810085695566,0
204611,SANTA FILOMENA,23329,PE,2008,5,27,2,8,18.51852,25,2.91877131241786,3.2188758248682
204642,SANTA MARIA DA BOA VISTA,25518,PE,2008,8,65,1,6,12.30769,16.66667,2.51022427027227,2.81341091676002
204722,SANTA MARIA DO CAMBUCÁ,25534,PE,2008,6,36,0,8,16.66667,0,2.81341091676002,0
204766,SANTA TEREZINHA,25550,PE,2008,2,22,0,8,9.09091,0,2.20727501318972,0
204792,SERRA TALHADA,25771,PE,2008,20,99,1,8,20.20202,12.5,3.00578259940749,2.52572864430826
204904,SERRITA,25798,PE,2008,5,29,1,8,17.24138,12.5,2.84731230843572,2.52572864430826
204938,SERTÂNIA,25810,PE,2008,12,54,1,7,22.22222,14.28571,3.10109268921181,2.65925973693273
205000,SIRINHAÉM,25836,PE,2008,8,61,0,6,13.11475,0,2.57373755099457,0
205073,SOLIDÃO,25879,PE,2008,6,19,1,8,31.57895,12.5,3.45249075938304,2.52572864430826
205099,SURUBIM,25895,PE,2008,20,96,2,6,20.83333,33.33333,3.03655410807423,3.50655779731998
205204,SÃO BENEDITO DO SUL,25577,PE,2008,3,27,0,8,11.11111,0,2.40794550865187,0
205235,SÃO BENTO DO UNA,25593,PE,2008,8,55,0,6,14.54545,0,2.67727822993541,0
205300,SÃO CAITANO,25615,PE,2008,10,73,1,5,13.69863,20,2.61729582783375,2.99573227355399
205380,SÃO JOAQUIM DO MONTE,25658,PE,2008,9,75,0,6,12,0,2.484906649788,0
205468,SÃO JOSÉ DA COROA GRANDE,25674,PE,2008,18,80,0,7,22.5,0,3.11351530921037,0
205559,SÃO JOSÉ DO BELMONTE,25690,PE,2008,8,28,1,8,28.57143,12.5,3.35240726749272,2.52572864430826
205593,SÃO JOSÉ DO EGITO,25712,PE,2008,4,36,0,8,11.11111,0,2.40794550865187,0
205639,SÃO JOÃO,25631,PE,2008,5,29,2,8,17.24138,25,2.84731230843572,3.2188758248682
205672,SÃO LOURENÇO DA MATA,25739,PE,2008,29,159,0,4,18.23899,0,2.90356161030604,0
205852,SÃO VICENTE FERRER,25755,PE,2008,9,31,1,8,29.03226,12.5,3.36840762550583,2.52572864430826
205887,TABIRA,25917,PE,2008,11,47,2,7,23.40426,28.57143,3.15291805707638,3.35240726749272
205946,TACAIMBÓ,25933,PE,2008,11,50,1,7,22,14.28571,3.09104245335832,2.65925973693273
206004,TACARATU,25950,PE,2008,6,44,0,7,13.63636,0,2.61273975463118,0
206059,TAMANDARÉ,23280,PE,2008,15,70,1,6,21.42857,16.66667,3.06472507837427,2.81341091676002
206135,TAQUARITINGA DO NORTE,25992,PE,2008,8,36,1,7,22.22222,14.28571,3.10109268921181,2.65925973693273
206177,TEREZINHA,26018,PE,2008,3,22,0,7,13.63636,0,2.61273975463118,0
206204,TERRA NOVA,26034,PE,2008,0,17,0,8,0,0,0,0
206225,TIMBAÚBA,26050,PE,2008,13,75,1,7,17.33333,14.28571,2.85263123760561,2.65925973693273
206310,TORITAMA,26077,PE,2008,7,55,0,6,12.72727,0,2.5437469355252,0
206379,TRACUNHAÉM,26093,PE,2008,15,74,1,6,20.27027,16.66667,3.0091552805528,2.81341091676002
206473,TRINDADE,26115,PE,2008,9,31,2,8,29.03226,25,3.36840762550583,3.2188758248682
206509,TRIUNFO,26131,PE,2008,13,50,1,8,26,12.5,3.25809653802148,2.52572864430826
206570,TUPANATINGA,26158,PE,2008,8,36,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
206612,TUPARETAMA,26174,PE,2008,1,22,0,8,4.54545,0,1.51412673262928,0
206638,VENTUROSA,26190,PE,2008,5,34,1,8,14.70588,12.5,2.68824741380602,2.52572864430826
206678,VERDEJANTE,26212,PE,2008,3,24,1,8,12.5,12.5,2.52572864430826,2.52572864430826
206709,VERTENTE DO LÉRIO,23086,PE,2008,8,32,1,8,25,12.5,3.2188758248682,2.52572864430826
206746,VERTENTES,26239,PE,2008,6,31,3,7,19.35484,42.85714,2.96294251739766,3.75787225893422
206784,VICÊNCIA,26255,PE,2008,8,70,0,5,11.42857,0,2.43611636061856,0
206870,VITÓRIA DE SANTO ANTÃO,26271,PE,2008,20,126,0,7,15.87302,0,2.76462081259057,0
